index,image path,group id,entity_name
13132,https://m.media-amazon.com/images/I/41eO+GlkYqL.jpg,709627,voltage
13133,https://m.media-amazon.com/images/I/41eOw0VVTyL.jpg,494658,height
13134,https://m.media-amazon.com/images/I/41eOw0VVTyL.jpg,494658,width
13135,https://m.media-amazon.com/images/I/41eP1jhgIVL.jpg,279307,item_weight
13136,https://m.media-amazon.com/images/I/41eP3oKdVML.jpg,842895,width
13137,https://m.media-amazon.com/images/I/41eP3oKdVML.jpg,842895,depth
13138,https://m.media-amazon.com/images/I/41ePUqUD1FL.jpg,276611,height
13139,https://m.media-amazon.com/images/I/41ePncXEsbL.jpg,635528,voltage
13140,https://m.media-amazon.com/images/I/41eQUX9XSzL.jpg,571756,height
13141,https://m.media-amazon.com/images/I/41eRDoDKZBL.jpg,823884,maximum_weight_recommendation
15110,https://m.media-amazon.com/images/I/41m1zNbyq3S.jpg,849273,width
15554,https://m.media-amazon.com/images/I/41nf+u2MO3L.jpg,267482,item_weight
15555,https://m.media-amazon.com/images/I/41nf45Kqk0S.jpg,970563,height
15677,https://m.media-amazon.com/images/I/41o5nDPn4YL.jpg,347404,height
16160,https://m.media-amazon.com/images/I/41q-aY2dWJL.jpg,375816,item_weight
16768,https://m.media-amazon.com/images/I/41sGnTXDwOL.jpg,957050,wattage
17498,https://m.media-amazon.com/images/I/41v-MrYjP8L.jpg,488883,maximum_weight_recommendation
17499,https://m.media-amazon.com/images/I/41v-a-kl9+L.jpg,521308,height
18535,https://m.media-amazon.com/images/I/41yo7q6-OXL.jpg,488883,maximum_weight_recommendation
18536,https://m.media-amazon.com/images/I/41yoALvLfsL.jpg,658003,depth
18774,https://m.media-amazon.com/images/I/41zmOEU0gqL.jpg,757743,depth
19591,https://m.media-amazon.com/images/I/51+ptDjw+1L.jpg,884560,item_weight
19592,https://m.media-amazon.com/images/I/51+q-YttnzL.jpg,730429,width
20264,https://m.media-amazon.com/images/I/51-Xow7o3mL.jpg,986932,width
20265,https://m.media-amazon.com/images/I/51-Xp0NVMaL.jpg,970563,height
21648,https://m.media-amazon.com/images/I/511+6vHt7IL.jpg,713791,width
21649,https://m.media-amazon.com/images/I/511+AorqcCL.jpg,152057,item_weight
21650,https://m.media-amazon.com/images/I/511+FncrGfL.jpg,916768,width
24981,https://m.media-amazon.com/images/I/514cuxISRmL.jpg,986932,width
24982,https://m.media-amazon.com/images/I/514cwbHD2AL.jpg,142748,height
25148,https://m.media-amazon.com/images/I/514s7AsNWpL.jpg,639508,item_weight
25149,https://m.media-amazon.com/images/I/514sctBWzxL.jpg,641642,voltage
27614,https://m.media-amazon.com/images/I/517YnOCS-OL.jpg,347404,width
31054,https://m.media-amazon.com/images/I/51BI-6Z12rL.jpg,521308,depth
31055,https://m.media-amazon.com/images/I/51BI1Uh3AjL.jpg,558806,depth
33842,https://m.media-amazon.com/images/I/51EE37o4vwL.jpg,737148,width
33843,https://m.media-amazon.com/images/I/51EE37o4vwL.jpg,737148,depth
33844,https://m.media-amazon.com/images/I/51EEFVcmsoL.jpg,658892,depth
34097,https://m.media-amazon.com/images/I/51EWsqF64oS.jpg,208023,height
34963,https://m.media-amazon.com/images/I/51FW62nFopL.jpg,917343,item_weight
36297,https://m.media-amazon.com/images/I/51H2ToMwNyL.jpg,526954,width
36298,https://m.media-amazon.com/images/I/51H2ToMwNyL.jpg,526954,height
39961,https://m.media-amazon.com/images/I/51L0p0-aCiL.jpg,292475,width
43702,https://m.media-amazon.com/images/I/51P3HpmxfiL.jpg,452717,width
47231,https://m.media-amazon.com/images/I/51SxInewD4L.jpg,292475,depth
54909,https://m.media-amazon.com/images/I/51bI31HJatL.jpg,488883,height
56038,https://m.media-amazon.com/images/I/51cTe9ZV9RL.jpg,362818,depth
58415,https://m.media-amazon.com/images/I/51fDDDxwx5L.jpg,529606,width
58416,https://m.media-amazon.com/images/I/51fDcRAu88L.jpg,178958,width
58417,https://m.media-amazon.com/images/I/51fDcRAu88L.jpg,178958,height
62382,https://m.media-amazon.com/images/I/51jZ7-TlIzL.jpg,365637,item_weight
63400,https://m.media-amazon.com/images/I/51kgqgJIjKL.jpg,226504,depth
63401,https://m.media-amazon.com/images/I/51kgqgJIjKL.jpg,226504,width
63848,https://m.media-amazon.com/images/I/51l99+T1RtL.jpg,382782,depth
63863,https://m.media-amazon.com/images/I/51lA9kBOXfL.jpg,752266,depth
64225,https://m.media-amazon.com/images/I/51lYJ5-P5IL.jpg,978900,depth
64906,https://m.media-amazon.com/images/I/51mJ4HGJwML.jpg,347320,depth
65264,https://m.media-amazon.com/images/I/51miY5Y6uJL.jpg,507467,item_weight
65268,https://m.media-amazon.com/images/I/51miZ5kJFxL.jpg,219211,item_weight
65269,https://m.media-amazon.com/images/I/51mibm8dnXL.jpg,648011,height
65270,https://m.media-amazon.com/images/I/51mibm8dnXL.jpg,648011,width
65271,https://m.media-amazon.com/images/I/51mibm8dnXL.jpg,648011,depth
65274,https://m.media-amazon.com/images/I/51mizEGVnIL.jpg,120219,depth
65275,https://m.media-amazon.com/images/I/51mizEGVnIL.jpg,120219,height
65277,https://m.media-amazon.com/images/I/51mj+aEpagL.jpg,810266,depth
67011,https://m.media-amazon.com/images/I/51oeYxeWLrL.jpg,990837,width
67012,https://m.media-amazon.com/images/I/51oeaL6evvL.jpg,860821,item_weight
69155,https://m.media-amazon.com/images/I/51qvStTaH4L.jpg,318770,wattage
69157,https://m.media-amazon.com/images/I/51qvUm2JhVL.jpg,751862,item_weight
69158,https://m.media-amazon.com/images/I/51qvUqJqJFL.jpg,784538,depth
69159,https://m.media-amazon.com/images/I/51qvi766+bL.jpg,713763,depth
69430,https://m.media-amazon.com/images/I/51rBAdIsdPL.jpg,468949,height
69431,https://m.media-amazon.com/images/I/51rBK9sRMaL.jpg,966823,depth
69432,https://m.media-amazon.com/images/I/51rBK9sRMaL.jpg,966823,width
70151,https://m.media-amazon.com/images/I/51rxXmuFc9L.jpg,849273,height
70152,https://m.media-amazon.com/images/I/51rxZ7mijFL.jpg,150535,depth
70158,https://m.media-amazon.com/images/I/51rxjdzdvYL.jpg,300630,height
70159,https://m.media-amazon.com/images/I/51ry3au18WL.jpg,944936,width
70164,https://m.media-amazon.com/images/I/51ryE3en3GL.jpg,529606,depth
70166,https://m.media-amazon.com/images/I/51ryO4UulbL.jpg,810266,depth
70167,https://m.media-amazon.com/images/I/51ryWQSH-uL.jpg,933453,maximum_weight_recommendation
71317,https://m.media-amazon.com/images/I/51tJhDa2yUL.jpg,745387,height
72471,https://m.media-amazon.com/images/I/51ubsMOBLVL.jpg,550595,height
73727,https://m.media-amazon.com/images/I/51w0+apX0MS.jpg,142748,height
75678,https://m.media-amazon.com/images/I/51yDbvQ1hfL.jpg,187993,voltage
75679,https://m.media-amazon.com/images/I/51yDbvQ1hfL.jpg,187993,wattage
75680,https://m.media-amazon.com/images/I/51yDche2j0L.jpg,292475,width
86517,https://m.media-amazon.com/images/I/613S6fjjftL.jpg,810266,width
86518,https://m.media-amazon.com/images/I/613SGvQMEWL.jpg,173193,height
86779,https://m.media-amazon.com/images/I/613bsb-gFAL.jpg,558806,depth
86785,https://m.media-amazon.com/images/I/613c7aROSfS.jpg,416664,width
86786,https://m.media-amazon.com/images/I/613c7aROSfS.jpg,416664,depth
87873,https://m.media-amazon.com/images/I/614Fl1U2qKL.jpg,846116,depth
87876,https://m.media-amazon.com/images/I/614Fo89VoTL.jpg,478357,width
87877,https://m.media-amazon.com/images/I/614FtjyVT4L.jpg,858439,width
87878,https://m.media-amazon.com/images/I/614FtjyVT4L.jpg,858439,depth
87879,https://m.media-amazon.com/images/I/614Fy9UzX5L.jpg,823083,depth
87880,https://m.media-amazon.com/images/I/614Fy9UzX5L.jpg,823083,height
87881,https://m.media-amazon.com/images/I/614FzjMVisL.jpg,648011,depth
87882,https://m.media-amazon.com/images/I/614FzjMVisL.jpg,648011,width
88747,https://m.media-amazon.com/images/I/614lXGsZNHL.jpg,312608,width
89602,https://m.media-amazon.com/images/I/615FMmp5I+L.jpg,675317,depth
89603,https://m.media-amazon.com/images/I/615FSS5RccL.jpg,403664,width
101077,https://m.media-amazon.com/images/I/61C15k2cxYL.jpg,488883,height
101706,https://m.media-amazon.com/images/I/61COfay-CpL.jpg,550595,width
101708,https://m.media-amazon.com/images/I/61COh2hCvwL.jpg,149159,height
102558,https://m.media-amazon.com/images/I/61Cu2mtJt8L.jpg,853009,item_weight
102561,https://m.media-amazon.com/images/I/61Cu3SFrGAL.jpg,434825,height
102562,https://m.media-amazon.com/images/I/61Cu81TvGiL.jpg,558806,height
102563,https://m.media-amazon.com/images/I/61Cu81TvGiL.jpg,558806,width
102564,https://m.media-amazon.com/images/I/61Cu81TvGiL.jpg,558806,depth
102568,https://m.media-amazon.com/images/I/61Cu9qWKDjL.jpg,403664,height
102571,https://m.media-amazon.com/images/I/61CuJx1I2nL.jpg,881883,width
102572,https://m.media-amazon.com/images/I/61CuMhMqI1L.jpg,347404,width
102577,https://m.media-amazon.com/images/I/61CuODBOj3L.jpg,478357,height
102578,https://m.media-amazon.com/images/I/61CuPp8BmGL.jpg,913156,width
102580,https://m.media-amazon.com/images/I/61CuPrQyxSL.jpg,752266,width
104606,https://m.media-amazon.com/images/I/61E5PwNWdTL.jpg,226504,height
106196,https://m.media-amazon.com/images/I/61F0fN6FPOL.jpg,751532,width
106197,https://m.media-amazon.com/images/I/61F0fN6FPOL.jpg,751532,depth
106201,https://m.media-amazon.com/images/I/61F0mXBE19L.jpg,970563,height
106204,https://m.media-amazon.com/images/I/61F0wGlpWjL.jpg,683885,height
106206,https://m.media-amazon.com/images/I/61F0wGlpWjL.jpg,683885,width
106209,https://m.media-amazon.com/images/I/61F10ewhE3L.jpg,478357,height
106210,https://m.media-amazon.com/images/I/61F12J33PEL.jpg,864320,height
106211,https://m.media-amazon.com/images/I/61F19YwE2FL.jpg,658003,depth
108159,https://m.media-amazon.com/images/I/61GBof9xsYL.jpg,521308,height
108160,https://m.media-amazon.com/images/I/61GBov6MB-L.jpg,464488,depth
108427,https://m.media-amazon.com/images/I/61Gcii3xDFL.jpg,983323,voltage
108432,https://m.media-amazon.com/images/I/61GeRxQcz0L.jpg,929719,item_weight
108434,https://m.media-amazon.com/images/I/61Gfh2rnr7L.jpg,370720,maximum_weight_recommendation
108440,https://m.media-amazon.com/images/I/61Gghh2bBsL.jpg,359286,item_weight
108441,https://m.media-amazon.com/images/I/61GhBL2JjcS.jpg,866950,item_weight
108443,https://m.media-amazon.com/images/I/61Gi31keJOL.jpg,866950,item_weight
108444,https://m.media-amazon.com/images/I/61GiNik+EPL.jpg,355666,item_weight
108445,https://m.media-amazon.com/images/I/61GiWYYYtoL.jpg,355666,item_weight
108447,https://m.media-amazon.com/images/I/61GkXnM9WrL.jpg,494500,item_weight
108448,https://m.media-amazon.com/images/I/61Gl5gLoB5L.jpg,477578,item_weight
108454,https://m.media-amazon.com/images/I/61Gngc4yIPL.jpg,296366,item_weight
108458,https://m.media-amazon.com/images/I/61GpnfahjxL.jpg,334327,item_weight
108463,https://m.media-amazon.com/images/I/61GrJg3DslL.jpg,749917,item_weight
109122,https://m.media-amazon.com/images/I/61LoOg2WQmL.jpg,254962,item_weight
109127,https://m.media-amazon.com/images/I/61LpMCyQSsL.jpg,625310,item_weight
109129,https://m.media-amazon.com/images/I/61LqBRZFIZL.jpg,100951,item_weight
109477,https://m.media-amazon.com/images/I/61OYcLrve1L.jpg,318770,wattage
112559,https://m.media-amazon.com/images/I/61mCa6hhlOL.jpg,853009,maximum_weight_recommendation
119481,https://m.media-amazon.com/images/I/71R8SRPEWgL.jpg,529489,maximum_weight_recommendation
119482,https://m.media-amazon.com/images/I/71R8SRPEWgL.jpg,529489,item_weight
120162,https://m.media-amazon.com/images/I/71UpaFxoLzL.jpg,355666,item_weight
120163,https://m.media-amazon.com/images/I/71UpnOD7JPL.jpg,386873,item_weight
120197,https://m.media-amazon.com/images/I/71V-xQRq5bL.jpg,386873,item_weight
120198,https://m.media-amazon.com/images/I/71V0EADDi2L.jpg,386873,item_weight
120537,https://m.media-amazon.com/images/I/71Wgh+ytcrL.jpg,288715,item_weight
120538,https://m.media-amazon.com/images/I/71WhZh016pL.jpg,425150,item_weight
120955,https://m.media-amazon.com/images/I/71Z3yqqrnWL.jpg,235313,maximum_weight_recommendation
120957,https://m.media-amazon.com/images/I/71Z5WikcHPL.jpg,763916,item_weight
121287,https://m.media-amazon.com/images/I/71b3Mu3n-IL.jpg,892291,item_weight
121288,https://m.media-amazon.com/images/I/71b3Mu3n-IL.jpg,892291,wattage
121952,https://m.media-amazon.com/images/I/71ekizM7EGL.jpg,249638,maximum_weight_recommendation
122175,https://m.media-amazon.com/images/I/71g5acJOzCL.jpg,525429,wattage
124537,https://m.media-amazon.com/images/I/71u2i4uDp7L.jpg,125148,item_volume
124538,https://m.media-amazon.com/images/I/71u3kSHfzZL.jpg,525429,voltage
124787,https://m.media-amazon.com/images/I/71vQyrA2djL.jpg,589528,item_volume
124788,https://m.media-amazon.com/images/I/71vR9M3xZNL.jpg,426449,item_volume
126991,https://m.media-amazon.com/images/I/81HKgKEaU5L.jpg,334327,item_weight
126992,https://m.media-amazon.com/images/I/81HM1q2GlPL.jpg,823884,maximum_weight_recommendation
126994,https://m.media-amazon.com/images/I/81HMnsdF5PL.jpg,603688,item_weight
126995,https://m.media-amazon.com/images/I/81HMnsdF5PL.jpg,603688,maximum_weight_recommendation
127206,https://m.media-amazon.com/images/I/81JzqEWlZzL.jpg,625842,item_volume
127665,https://m.media-amazon.com/images/I/81Q1YZx9kUL.jpg,926285,item_weight
127669,https://m.media-amazon.com/images/I/81Q4QLw6o1L.jpg,884560,item_volume
127670,https://m.media-amazon.com/images/I/81Q7US4w1ZL.jpg,386873,item_weight
127679,https://m.media-amazon.com/images/I/81QJ-7S0sVL.jpg,802198,item_weight
127680,https://m.media-amazon.com/images/I/81QK5tC+GXL.jpg,625310,item_weight
127683,https://m.media-amazon.com/images/I/81QODYmUidL.jpg,240413,voltage
127712,https://m.media-amazon.com/images/I/81QqjCved7L.jpg,120219,item_weight
128559,https://m.media-amazon.com/images/I/81cHmgWXJjL.jpg,407921,item_weight
129631,https://m.media-amazon.com/images/I/81rex8wFuZL.jpg,407921,item_weight
129632,https://m.media-amazon.com/images/I/81rex8wFuZL.jpg,407921,wattage
